precision,recall,f1,fpr,balanced_accuracy,n_test,n_attack,n_normal,roc_auc,pr_auc,fold_id,held_out_run,model,condition,rate,seed,clean_f1,clean_roc_auc,abs_f1_drop,abs_auc_drop
0.7454383622607922,0.8543738842132109,0.7961972667855021,0.6941747572815534,0.5800995634658288,5569,3921,1648,0.6871606212997973,0.8512957667890733,1,10,XGBoost,missing_5pct,0.05,44,0.7948442534908701,0.6980697198059738,-0.0013530132946319995,0.010909098506176496
0.7439377085650724,0.852843662331038,0.7946768060836502,0.6984223300970874,0.5772106661169754,5569,3921,1648,0.6790488822942434,0.8434082499679832,1,10,XGBoost,missing_5pct,0.05,45,0.7948442534908701,0.6980697198059738,0.00016744740721985618,0.019020837511730337
0.7431621080720481,0.8523335883703137,0.7940128296507484,0.7008495145631068,0.5757420369036035,5569,3921,1648,0.6782084054493727,0.8421279156946799,1,10,XGBoost,missing_5pct,0.05,46,0.7948442534908701,0.6980697198059738,0.0008314238401216922,0.0198613143566011
0.7450243255196816,0.8592195868400918,0.7980575624777922,0.6996359223300971,0.5797918322549973,5569,3921,1648,0.6697204559466948,0.8293245214312712,1,10,XGBoost,missing_10pct,0.1,42,0.7948442534908701,0.6980697198059738,-0.003213308986922181,0.02834926385927894
0.7415282392026578,0.8538638102524866,0.7937411095305832,0.7081310679611651,0.5728663711456607,5569,3921,1648,0.671401409636436,0.8327810601695346,1,10,XGBoost,missing_10pct,0.1,43,0.7948442534908701,0.6980697198059738,0.0011031439602868787,0.026668310169537746
0.7411738746690203,0.8566692170364703,0.7947474269490122,0.7117718446601942,0.572448686188138,5569,3921,1648,0.6698170233470261,0.8346132329330208,1,10,XGBoost,missing_10pct,0.1,44,0.7948442534908701,0.6980697198059738,9.682654185783068e-05,0.02825269645894768
0.7406593406593407,0.8594746238204539,0.7956557667335615,0.7160194174757282,0.5717276031723628,5569,3921,1648,0.6708625511621514,0.8317532562994665,1,10,XGBoost,missing_10pct,0.1,45,0.7948442534908701,0.6980697198059738,-0.000811513242691464,0.027207168643822333
0.7427120141342756,0.8576893649579189,0.7960705408924134,0.7069174757281553,0.5753859446148818,5569,3921,1648,0.6691786571188745,0.827755734242105,1,10,XGBoost,missing_10pct,0.1,46,0.7948442534908701,0.6980697198059738,-0.0012262874015432912,0.02889106268709929
0.7346495986114124,0.8635552155062484,0.7939038686987104,0.7421116504854369,0.5607217825104057,5569,3921,1648,0.6447927576925838,0.8085836445306259,1,10,XGBoost,missing_20pct,0.2,42,0.7948442534908701,0.6980697198059738,0.000940384792159632,0.05327696211338995
0.735338671283272,0.8666156592705943,0.7955982205572465,0.7421116504854369,0.5622520043925787,5569,3921,1648,0.6394934668439545,0.8045444699677373,1,10,XGBoost,missing_20pct,0.2,43,0.7948442534908701,0.6980697198059738,-0.0007539670663764264,0.05857625296201929
0.733044420368364,0.8627901045651619,0.792642924086223,0.7475728155339806,0.5576086445155907,5569,3921,1648,0.6459115622129287,0.8110876842381993,1,10,XGBoost,missing_20pct,0.2,44,0.7948442534908701,0.6980697198059738,0.002201329404647012,0.052158157593045096
0.732278343810969,0.8615149196633511,0.7916569018045465,0.7493932038834952,0.556060857889928,5569,3921,1648,0.6369605070283735,0.8030177568188407,1,10,XGBoost,missing_20pct,0.2,45,0.7948442534908701,0.6980697198059738,0.0031873516863235585,0.061109212777600286
0.7332613390928726,0.8658505483295078,0.7940591743655713,0.7493932038834952,0.5582286722230063,5569,3921,1648,0.6395631841738412,0.8056332988564072,1,10,XGBoost,missing_20pct,0.2,46,0.7948442534908701,0.6980697198059738,0.0007850791252987932,0.058506535632132595
0.7300941780821918,0.8699311400153023,0.7939020132666124,0.7651699029126213,0.5523806185513405,5569,3921,1648,0.6220477302946792,0.7914272064311342,1,10,XGBoost,missing_30pct,0.3,42,0.7948442534908701,0.6980697198059738,0.0009422402242577066,0.07602198951129457
0.7281491002570694,0.8668706962509564,0.7914774711840726,0.7700242718446602,0.548423212203148,5569,3921,1648,0.6218636486877975,0.7905099738053083,1,10,XGBoost,missing_30pct,0.3,43,0.7948442534908701,0.6980697198059738,0.0033667823067974334,0.07620607111817623
0.7288354103996562,0.8650854373884214,0.791137026239067,0.7657766990291263,0.5496543691796476,5569,3921,1648,0.6212150685999955,0.7904960631852902,1,10,XGBoost,missing_30pct,0.3,44,0.7948442534908701,0.6980697198059738,0.003707227251803058,0.07685465120597823
0.7283897391679242,0.8617699566437134,0.7894859813084112,0.7645631067961165,0.5486034249237984,5569,3921,1648,0.616501372371324,0.7893706049772197,1,10,XGBoost,missing_30pct,0.3,45,0.7948442534908701,0.6980697198059738,0.005358272182458879,0.0815683474346498
