precision,recall,f1,specificity,fpr,accuracy,balanced_accuracy,mcc,brier,tn,fp,fn,tp,training_time_sec,inference_time_sec,latency_ms_per_record,roc_auc,average_precision,model,protocol
0.7102935160564533,0.9981855092251586,0.8299834935430624,0.0022893369727921106,0.9977106630272079,0.7095704096865152,0.5002374230989753,0.0048805341390622484,0.2044608350494809,52,22662,101,55562,,,,0.5210410418983682,0.7339112150861272,CNN,groupkfold_pooled
0.7601282193693765,0.8605536891651546,0.8072295247724974,0.33450735229373957,0.6654926477062605,0.7081031425035406,0.5975305207294471,0.2229339361462641,0.19931209697998134,7598,15116,7762,47901,,,,0.6776212244982851,0.8262878946811412,Random Forest,groupkfold_pooled
0.7630458190701188,0.8529723514722527,0.8055070152520232,0.35088491679140615,0.6491150832085938,0.7074652002500733,0.6019286341318294,0.22863399407957152,0.1994078866609177,7970,14744,8184,47479,,,,0.7055266995289998,0.8650154599242323,XGBoost,groupkfold_pooled
