precision,recall,f1,specificity,fpr,accuracy,balanced_accuracy,mcc,brier,tn,fp,fn,tp,training_time_sec,inference_time_sec,latency_ms_per_record,roc_auc,average_precision,epochs,model,protocol
0.9145821648906337,0.9764670658682635,0.9445120185346075,0.7764895802759025,0.22351041972409744,0.9185166283915965,0.876478323072083,0.7978597655203719,0.06694426086586713,5291,1523,393,16307,9.259576249867678,0.09940754086710513,0.0042275895580124664,0.9724224869896252,0.9880664468231288,0,Random Forest,naive_random_split
0.8705268935236005,0.9497604790419162,0.9084192439862543,0.6538009979454065,0.3461990020545935,0.8639959173258485,0.8017807384936613,0.6555633381758302,0.10139341727726182,4455,2359,839,15861,1.910827208077535,0.029094249941408634,0.0012373160645321355,0.9224338013143071,0.9650877773141244,0,XGBoost,naive_random_split
0.7102756039469207,1.0,0.8305978314930866,0.000293513354857646,0.9997064866451424,0.7103002466615633,0.5001467566774288,0.01443867637243807,0.2047262454965464,2,6812,0,16700,25.298740917118266,2.527032957877964,0.10746929309679186,0.5580662347157754,0.7493619652903962,50,CNN,naive_random_split
