precision,recall,f1,fpr,balanced_accuracy,n_test,n_attack,n_normal,roc_auc,pr_auc,fold_id,held_out_run,model,condition,feature_budget,placement,threshold_rule,seed,train_time_sec,model_path
0.7034296028880866,0.9938791124713083,0.8238029806574357,0.9969660194174758,0.4984565465269163,5569,3921,1648,0.5325336964515196,0.7211478030366927,1,10,Logistic Regression,clean,cyber_log_only,central,fixed_0.5,42,0.058190749999999625,RTS_Paper/outputs/models/logistic_regression_cyber_log_only_fold01.joblib
0.7147158449378999,0.9686304514154552,0.8225230102869519,0.9199029126213593,0.524363769397048,5569,3921,1648,0.541079601869941,0.7261700578322641,1,10,Random Forest,clean,cyber_log_only,central,fixed_0.5,42,0.4406851249999999,RTS_Paper/outputs/models/random_forest_cyber_log_only_fold01.joblib
0.7147158449378999,0.9686304514154552,0.8225230102869519,0.9199029126213593,0.524363769397048,5569,3921,1648,0.5413635781193128,0.7261550068934994,1,10,XGBoost,clean,cyber_log_only,central,fixed_0.5,42,0.2535901669999996,RTS_Paper/outputs/models/xgboost_cyber_log_only_fold01.joblib
0.7147158449378999,0.9686304514154552,0.8225230102869519,0.9199029126213593,0.524363769397048,5569,3921,1648,0.5412728914260528,0.7255280513832648,1,10,Compact MLP,clean,cyber_log_only,central,fixed_0.5,42,1.181241708,RTS_Paper/outputs/models/compact_mlp_cyber_log_only_fold01.joblib
0.7027379400260756,0.9900288638152716,0.822004357298475,0.9950124688279302,0.4975081974936707,5415,3811,1604,0.531734982931022,0.7209936307195137,2,3,Logistic Regression,clean,cyber_log_only,central,fixed_0.5,42,0.06612204199999994,RTS_Paper/outputs/models/logistic_regression_cyber_log_only_fold02.joblib
0.7152963671128107,0.9816321175544477,0.8275633226413007,0.9283042394014963,0.5266639390764757,5415,3811,1604,0.5471471216998176,0.7286243726368498,2,3,Random Forest,clean,cyber_log_only,central,fixed_0.5,42,0.7920722080000004,RTS_Paper/outputs/models/random_forest_cyber_log_only_fold02.joblib
0.7152963671128107,0.9816321175544477,0.8275633226413007,0.9283042394014963,0.5266639390764757,5415,3811,1604,0.5468557679535091,0.7284444239835431,2,3,XGBoost,clean,cyber_log_only,central,fixed_0.5,42,1.000673333,RTS_Paper/outputs/models/xgboost_cyber_log_only_fold02.joblib
0.7152963671128107,0.9816321175544477,0.8275633226413007,0.9283042394014963,0.5266639390764757,5415,3811,1604,0.5465351316015916,0.7278096859495741,2,3,Compact MLP,clean,cyber_log_only,central,fixed_0.5,42,0.9359815840000003,RTS_Paper/outputs/models/compact_mlp_cyber_log_only_fold02.joblib
0.6677966101694915,0.9932773109243698,0.7986486486486486,0.9966101694915255,0.49833357071642215,5340,3570,1770,0.5353722958109798,0.6879293982934228,3,9,Logistic Regression,clean,cyber_log_only,central,fixed_0.5,42,0.07634741699999914,RTS_Paper/outputs/models/logistic_regression_cyber_log_only_fold03.joblib
0.6785434612372748,0.9708683473389356,0.7988015671813782,0.927683615819209,0.5215923657598632,5340,3570,1770,0.5352376204719175,0.6891750256778255,3,9,Random Forest,clean,cyber_log_only,central,fixed_0.5,42,1.0513779589999999,RTS_Paper/outputs/models/random_forest_cyber_log_only_fold03.joblib
