precision,recall,f1,fpr,balanced_accuracy,n_test,n_attack,n_normal,roc_auc,pr_auc,model
0.7452635975773488,0.8975082191042524,0.8143312387425935,0.751783041296117,0.5728625889040677,78377,55663,22714,0.6839032180302522,0.8475730703572184,Compact MLP
0.7145370659993744,0.9849451161453748,0.8282285049587963,0.9642951483666461,0.5103249838893643,78377,55663,22714,0.6826319341995644,0.8527412678929459,Logistic Regression
0.7603042744835927,0.8583080322655984,0.8063391870110801,0.6631152593114379,0.5975963864770802,78377,55663,22714,0.6786603358396048,0.8276232471278506,Random Forest
0.7615608096178231,0.8523794980507698,0.8044149062425825,0.6540019371312846,0.5991887804597426,78377,55663,22714,0.7013546324433991,0.8630335547386223,XGBoost
