precision,recall,f1,fpr,balanced_accuracy,n_test,n_attack,n_normal,roc_auc,pr_auc,model
0.7194849490369234,0.9777410488115984,0.828964403759158,0.9341815620322268,0.5217797433896858,78377,55663,22714,0.5278273537741764,0.7350925250973158,Compact MLP
0.7095153018598732,0.9917000520992401,0.8272043397470479,0.9949810689442634,0.4983594915774883,78377,55663,22714,0.4815573502190429,0.708780855490529,Logistic Regression
0.7204842923258497,0.9760702800783285,0.8290252685546875,0.927973936779079,0.5240481716496248,78377,55663,22714,0.49014883844564483,0.7166089019466576,Random Forest
0.7204917054541115,0.9761062105887214,0.8290431359384774,0.927973936779079,0.5240661369048212,78377,55663,22714,0.49015157586522023,0.7166085219267755,XGBoost
