precision,recall,f1,fpr,balanced_accuracy,n_test,n_attack,n_normal,roc_auc,pr_auc,fold_id,held_out_run,model,condition,feature_budget,placement,threshold_rule,seed,train_time_sec
0.7053103964098728,0.9897664654946209,0.8236707064089966,0.9825436408977556,0.5036114122984326,5415,3811,1604,0.604974705717993,0.777736953008777,2,3,Logistic Regression,clean,32,central,fixed_0.5,42,0.3441345410000025
0.7607988852763585,0.8596168984518499,0.8071947763952199,0.64214463840399,0.6087361300239299,5415,3811,1604,0.6781183193943768,0.8206866202415588,2,3,Random Forest,clean,32,central,fixed_0.5,42,8.45729020799999
0.7467228464419475,0.8370506428758856,0.7893108994185327,0.6745635910224439,0.5812435259267208,5415,3811,1604,0.6816221712839392,0.8522100328173869,2,3,XGBoost,clean,32,central,fixed_0.5,42,0.8035407079999999
0.7327314717614949,0.9157701390711099,0.8140891066013529,0.793640897755611,0.5610646206577494,5415,3811,1604,0.7111354387581296,0.8636192894554113,2,3,Compact MLP,clean,32,central,fixed_0.5,42,4.651883166000005
0.704144211113176,0.9942272369456836,0.8244125326370757,0.9925187032418953,0.5008542668518942,5415,3811,1604,0.6101587084506,0.7785532711924904,2,3,Logistic Regression,clean,16,central,fixed_0.5,42,0.1520729159999945
0.770920018492834,0.875098399370244,0.8197124247265577,0.6178304239401496,0.6286339877150472,5415,3811,1604,0.7464119810680593,0.8757376932791462,2,3,Random Forest,clean,16,central,fixed_0.5,42,5.596217249999995
0.7648902821316614,0.8963526633429546,0.8254198381055938,0.6546134663341646,0.620869598504395,5415,3811,1604,0.7473620298505901,0.8835471950345349,2,3,XGBoost,clean,16,central,fixed_0.5,42,0.513627458000002
0.7563336766220391,0.963526633429546,0.8474498038310639,0.7375311720698254,0.6129977306798603,5415,3811,1604,0.7574809695781538,0.8885550440481707,2,3,Compact MLP,clean,16,central,fixed_0.5,42,3.77555404200001
0.6739954510993177,0.996078431372549,0.8039791996382546,0.9717514124293786,0.5121635094715853,5340,3570,1770,0.7124516925414234,0.8474932036279107,3,9,Logistic Regression,clean,64,central,fixed_0.5,42,2.5822678339999925
0.7324147933284989,0.8487394957983193,0.7862981704943558,0.6254237288135593,0.61165788349238,5340,3570,1770,0.7222079792368925,0.8397637526036721,3,9,Random Forest,clean,64,central,fixed_0.5,42,14.016731584000013
0.7317617866004963,0.8260504201680672,0.7760526315789473,0.6107344632768361,0.6076579784456155,5340,3570,1770,0.7359786513475447,0.8683486072265153,3,9,XGBoost,clean,64,central,fixed_0.5,42,1.4300079589999939
0.7095801937567277,0.923249299719888,0.8024345709068776,0.7621468926553673,0.5805512035322604,5340,3570,1770,0.7151896690879741,0.847757798367569,3,9,Compact MLP,clean,64,central,fixed_0.5,42,3.272913208999995
0.6721000758150114,0.9932773109243698,0.8017182907528827,0.9774011299435028,0.5079380904904335,5340,3570,1770,0.657597683141053,0.7853828412157464,3,9,Logistic Regression,clean,32,central,fixed_0.5,42,0.3714607089999902
0.7270548765875868,0.849859943977591,0.7836755779413664,0.6435028248587571,0.603178559559417,5340,3570,1770,0.7186275301080884,0.8350521666444288,3,9,Random Forest,clean,32,central,fixed_0.5,42,9.759603292000008
0.7386666666666667,0.853501400560224,0.7919428200129954,0.6090395480225989,0.6222309262688126,5340,3570,1770,0.7523095791989113,0.8741526542358631,3,9,XGBoost,clean,32,central,fixed_0.5,42,0.863306166000001
0.7011108782225949,0.9369747899159664,0.8020621028653638,0.8056497175141243,0.5656625362009211,5340,3570,1770,0.7207489436452547,0.8475236410779833,3,9,Compact MLP,clean,32,central,fixed_0.5,42,2.7222447500000158
0.6694915254237288,0.9957983193277311,0.8006756756756757,0.9915254237288136,0.5021364477994588,5340,3570,1770,0.649633955277026,0.7791049067689613,3,9,Logistic Regression,clean,16,central,fixed_0.5,42,0.15717870899999298
0.747093023255814,0.8638655462184874,0.8012470771628994,0.5898305084745763,0.6370175188719556,5340,3570,1770,0.7430658025922233,0.8563089728390325,3,9,Random Forest,clean,16,central,fixed_0.5,42,6.936883790999985
0.7479513285324063,0.8436974789915966,0.7929445833881795,0.5734463276836158,0.6351255756539904,5340,3570,1770,0.7559825286046622,0.8761816266218975,3,9,XGBoost,clean,16,central,fixed_0.5,42,0.571988250000004
0.7242562929061785,0.8865546218487395,0.7972292191435768,0.6807909604519774,0.602881830698381,5340,3570,1770,0.7241429679216319,0.8564831660254629,3,9,Compact MLP,clean,16,central,fixed_0.5,42,5.205061707999988
0.7132183908045977,0.9872712808273667,0.8281614948281615,0.969559585492228,0.5088558476675694,5315,3771,1544,0.6863673961223024,0.8504596565584491,4,8,Logistic Regression,clean,64,central,fixed_0.5,42,2.256899125000018
0.7583233532934132,0.8395651020949351,0.7968789327963756,0.6534974093264249,0.593033846384255,5315,3771,1544,0.6813345266507558,0.8358949826763301,4,8,Random Forest,clean,64,central,fixed_0.5,42,12.641347582999998
0.762748384007661,0.8448687350835322,0.8017111222949169,0.6418393782383419,0.6015146784225951,5315,3771,1544,0.6814124151727872,0.8449509951062604,4,8,XGBoost,clean,64,central,fixed_0.5,42,1.386690542000025
0.723594106661133,0.9246884115619199,0.8118742724097788,0.8626943005181347,0.5309970555218926,5315,3771,1544,0.671085788324588,0.8155712565791673,4,8,Compact MLP,clean,64,central,fixed_0.5,42,2.2596302499999865
0.7138766940255774,0.9917793688676744,0.8301886792452831,0.9708549222797928,0.5104622232939409,5315,3771,1544,0.6052350361292822,0.7622598925732968,4,8,Logistic Regression,clean,32,central,fixed_0.5,42,0.38620199999999727
0.7559537844847913,0.8501723680721294,0.8002995506739891,0.6703367875647669,0.5899177902536813,5315,3771,1544,0.669236816143929,0.8240871553862341,4,8,Random Forest,clean,32,central,fixed_0.5,42,9.582079042000004
